Sku,"Global Unique Id",Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_700-watt)","Attribute Value (pa_700-watt)","Attribute In Variations (pa_700-watt)","Attribute Is Visible (pa_700-watt)","Attribute Is Taxonomy (pa_700-watt)","Attribute Name (pa_btu)","Attribute Value (pa_btu)","Attribute In Variations (pa_btu)","Attribute Is Visible (pa_btu)","Attribute Is Taxonomy (pa_btu)","Attribute Name (pa_hvac-attribute)","Attribute Value (pa_hvac-attribute)","Attribute In Variations (pa_hvac-attribute)","Attribute Is Visible (pa_hvac-attribute)","Attribute Is Taxonomy (pa_hvac-attribute)","Attribute Name (pa_hvac-component)","Attribute Value (pa_hvac-component)","Attribute In Variations (pa_hvac-component)","Attribute Is Visible (pa_hvac-component)","Attribute Is Taxonomy (pa_hvac-component)","Attribute Name (pa_refrigerant)","Attribute Value (pa_refrigerant)","Attribute In Variations (pa_refrigerant)","Attribute Is Visible (pa_refrigerant)","Attribute Is Taxonomy (pa_refrigerant)","Attribute Name (pa_technology)","Attribute Value (pa_technology)","Attribute In Variations (pa_technology)","Attribute Is Visible (pa_technology)","Attribute Is Taxonomy (pa_technology)","Attribute Name (pa_voltage)","Attribute Value (pa_voltage)","Attribute In Variations (pa_voltage)","Attribute Is Visible (pa_voltage)","Attribute Is Taxonomy (pa_voltage)","Attribute Name (pa_wattage)","Attribute Value (pa_wattage)","Attribute In Variations (pa_wattage)","Attribute Is Visible (pa_wattage)","Attribute Is Taxonomy (pa_wattage)","Product Type","Shipping Class","Product Visibility","Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
,,660.51,660.51,,instock,,,1,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,R-32,no,yes,yes,Technology,,no,no,no,Voltage,115V,no,yes,yes,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2024/05/AURUS.png|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif|https://jan-garay.com/wp-content/uploads/2023/10/AURUS.png,AURUS.png|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif|AURUS.png,/srv/htdocs/wp-content/uploads/2024/05/AURUS.png|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif|/srv/htdocs/wp-content/uploads/2023/10/AURUS.png,2748|4148|4147|4146|4145|333,"AURUS|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-4|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-3|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-2|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-1|AURUS",|||||,|||||,"AURUS Mini Split Inverter|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|",https://jan-garay.com/wp-content/uploads/2024/05/AURUS.png
,,1681.36,1681.36,,instock,,,0,">700 WATT",,no,no,no,BTU,36K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,R-32,no,yes,yes,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,conjunto-aire-aurus-1-scaled.png|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,/srv/htdocs/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,4700|4148|4147|4146|4145,"conjunto aire aurus|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-4|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-3|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-2|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-1",||||,||||,"|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI",https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png
,,148.63,148.63,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png,Midea-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png,4344,"Midea 4-way cassette",,,"Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png
,,210.25,210.25,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png,Midea-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2025/04/Midea-4-way-cassette.png,4344,"Midea 4-way cassette",,,"Midea 4-Way Cassette 9K BTU",https://jan-garay.com/wp-content/uploads/2025/04/Midea-4-way-cassette.png
,,5927.99,5927.99,,outofstock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"All Black",no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png,6.1-54TM-450H.png,/srv/htdocs/wp-content/uploads/2025/06/6.1-54TM-450H.png,4847,CSI-6.1-54TM-xxxH,,,,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png
,,6091.31,6091.31,,outofstock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"All Black",no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png,6.1-54TM-450H.png,/srv/htdocs/wp-content/uploads/2025/06/6.1-54TM-450H.png,4847,CSI-6.1-54TM-xxxH,,,,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png
,,5764.12,5764.12,,outofstock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"All Black",no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png,6.1-54TM-450H.png,/srv/htdocs/wp-content/uploads/2025/06/6.1-54TM-450H.png,4847,CSI-6.1-54TM-xxxH,,,,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png
,,6201.56,6201.56,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"Mono PERC",no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,/srv/htdocs/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,4772,csi-BiHiKuxxxW_MonoPERC.webp,,,,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp
,,7260.42,7260.42,,outofstock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"Mono PERC",no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,/srv/htdocs/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,4772,csi-BiHiKuxxxW_MonoPERC.webp,,,,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp
,,7327.03,7327.03,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"Mono PERC",no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,/srv/htdocs/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,4772,csi-BiHiKuxxxW_MonoPERC.webp,,,,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp
,,6373.83,6373.83,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"Mono PERC",no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,/srv/htdocs/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp,4772,csi-BiHiKuxxxW_MonoPERC.webp,,,,https://jan-garay.com/wp-content/uploads/2025/06/SolarPanelBifacial-MONO-PERC-BiHiKu6535W_1200x.webp
,,6948.86,6948.86,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,7008.77,7008.77,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,TOPBiHiKu6-Detailed.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,4774,CSI-TOPBiHiKu6.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png
,,7068.67,7068.67,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,TOPBiHiKu6-Detailed.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,4774,CSI-TOPBiHiKu6.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png
,,7128.58,7128.58,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,TOPBiHiKu6-Detailed.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,4774,CSI-TOPBiHiKu6.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png
,,8011.01,8011.01,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,TOPBiHiKu6-Detailed.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,4774,CSI-TOPBiHiKu6.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png
,,8076.67,8076.67,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,TOPBiHiKu6-Detailed.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,4774,CSI-TOPBiHiKu6.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png
,,8142.34,8142.34,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,TOPBiHiKu6-Detailed.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,4774,CSI-TOPBiHiKu6.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png
,,8208.00,8208.00,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,TOPBiHiKu6-Detailed.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png,4774,CSI-TOPBiHiKu6.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu6-Detailed.png
,,8955.78,8955.78,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Anti-Hail|Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,/srv/htdocs/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,4893,"CSI-6.2-66TB-HP (Square cell) tilt",,,,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png
,,9029.18,9029.18,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Anti-Hail|Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,/srv/htdocs/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,4893,"CSI-6.2-66TB-HP (Square cell) tilt",,,,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png
,,9102.59,9102.59,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Anti-Hail|Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,/srv/htdocs/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,4893,"CSI-6.2-66TB-HP (Square cell) tilt",,,,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png
,,8518.95,8518.95,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Anti-Hail|Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,/srv/htdocs/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png,4893,"CSI-6.2-66TB-HP (Square cell) tilt",,,,https://jan-garay.com/wp-content/uploads/2025/06/CSI-6.2-66TB-HP-Square-cell-tilt-scaled.png
,,10056.90,10056.90,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,9124.17,9124.17,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,9927.94,9927.94,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,10277.12,10277.12,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,10350.53,10350.53,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,9388.64,9388.64,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,9454.76,9454.76,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,10570.75,10570.75,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
